Entry	Gene names	Annotation	Mass
Q9BQI0	AIF1L C9orf58 IBA2 UNQ672/PRO1306	5 out of 5	17,068
Q7Z7M1	ADGRD2 GPR144 PGR24	4 out of 5	104,087
O43572	AKAP10	5 out of 5	73,818
P00352	ALDH1A1 ALDC ALDH1 PUMB1	5 out of 5	54,862
P0CW23	AKAIN1 C18orf42	3 out of 5	7,848
P17516	AKR1C4 CHDR	5 out of 5	37,067
Q86WK6	AMIGO1 ALI2 AMIGO KIAA1163	5 out of 5	55,239
Q9UHK6	AMACR	5 out of 5	42,387
Q15699	ALX1 CART1	5 out of 5	36,961
Q6IWH7	ANO7 NGEP PCANAP5 TMEM16G	5 out of 5	105,532
Q8N8V4	ANKS4B HARP	5 out of 5	46,597
Q9NXR5	ANKRD10	2 out of 5	44,768
P01008	SERPINC1 AT3 PRO0309	5 out of 5	52,602
Q8N6D5	ANKRD29	2 out of 5	32,442
O94973	AP2A2 ADTAB CLAPA2 HIP9 HYPJ KIAA0899	5 out of 5	103,960
P61966	AP1S1 AP19 CLAPS1	5 out of 5	18,733
Q9H0R1	AP5M1 C14orf108 MUDENG	5 out of 5	54,767
O60641	SNAP91 KIAA0656	5 out of 5	92,502
P63010	AP2B1 ADTB2 CLAPB1	5 out of 5	104,553
Q96N21	TEPSIN C17orf56 ENTHD2	5 out of 5	55,137
Q92624	APPBP2 KIAA0228 PAT1	5 out of 5	66,853
Q9UM13	ANAPC10 APC10	5 out of 5	21,252
Q9BS18	ANAPC13	4 out of 5	8,521
Q96DE5	ANAPC16 C10orf104 CENP-27	5 out of 5	11,667
P60006	ANAPC15 C11orf51 HSPC020	5 out of 5	14,281
Q9UJX5	ANAPC4 APC4	5 out of 5	92,116
O95996	APC2 APCL	5 out of 5	243,949
P27695	APEX1 APE APE1 APEX APX HAP1 REF1	5 out of 5	35,555
Q9UBZ4	APEX2 APE2 APEXL2 XTH2	5 out of 5	57,401
Q6NS38	ALKBH2 ABH2	5 out of 5	29,322
Q96BT7	ALKBH8 ABH8	5 out of 5	75,208
O95076	ALX3	4 out of 5	36,935
P01160	NPPA ANP PND	5 out of 5	16,708
Q9Y2G4	ANKRD6 KIAA0957	4 out of 5	79,971
Q8NI99	ANGPTL6 AGF ARP5 UNQ152/PRO178	4 out of 5	51,694
Q9BYT9	ANO3 C11orf25 TMEM16C GENX-3947	5 out of 5	114,657
Q9ULJ7	ANKRD50 KIAA1223	4 out of 5	155,859
Q6NXT1	ANKRD54 LIAR	4 out of 5	32,505
A6NC57	ANKRD62	2 out of 5	106,446
E5RJM6	ANKRD65	2 out of 5	41,497
P21397	MAOA	5 out of 5	59,682
Q63HQ0	AP1AR C4orf16 PRO0971	5 out of 5	34,280
P50995	ANXA11 ANX11	5 out of 5	54,390
P28039	AOAH	5 out of 5	65,105
P19801	AOC1 ABP1 DAO1	5 out of 5	85,378
Q9Y6Q5	AP1M2	5 out of 5	48,108
P07355	ANXA2 ANX2 ANX2L4 CAL1H LPC2D	5 out of 5	38,604
P50583	NUDT2 APAH1	5 out of 5	16,829
Q9Y587	AP4S1	5 out of 5	17,005
P13928	ANXA8 ANX8	5 out of 5	36,881
Q2VPB7	AP5B1 PP1030	4 out of 5	93,949
Q96Q42	ALS2 ALS2CR6 KIAA1563	5 out of 5	183,634
P23109	AMPD1	5 out of 5	90,219
Q92688	ANP32B APRIL PHAPI2	5 out of 5	28,788
P04746	AMY2A	5 out of 5	57,707
P03950	ANG RNASE5	5 out of 5	16,550
Q01484	ANK2 ANKB	5 out of 5	433,715
Q9NQ90	ANO2 C12orf3 TMEM16B	5 out of 5	113,969
Q9HCJ1	ANKH KIAA1581 UNQ241/PRO274	5 out of 5	54,241
Q53RE8	ANKRD39 HSPC200	2 out of 5	19,651
Q8NB46	ANKRD52	3 out of 5	115,077
Q3KP44	ANKRD55	2 out of 5	68,414
A6NF34	ANTXRL	3 out of 5	70,629
Q6UB98	ANKRD12 ANCO2 KIAA0874	5 out of 5	235,652
Q9UJ72	ANXA10 ANX14	2 out of 5	37,278
P27338	MAOB	5 out of 5	58,763
O15084	ANKRD28 KIAA0379	5 out of 5	112,966
Q9BXS5	AP1M1 CLTNM	5 out of 5	48,587
O43299	AP5Z1 KIAA0415 SPG48	5 out of 5	88,605
Q92481	TFAP2B	5 out of 5	50,474
Q6ZNB7	AGMO TMEM195	5 out of 5	51,500
P30837	ALDH1B1 ALDH5 ALDHX	5 out of 5	57,206
Q01432	AMPD3	5 out of 5	88,812
Q8IVF6	ANKRD18A KIAA2015	3 out of 5	115,597
Q8NAG6	ANKLE1 ANKRD41 LEM3	5 out of 5	66,890
Q9NVM4	PRMT7 KIAA1933	5 out of 5	78,459
P20594	NPR2 ANPRB	5 out of 5	117,022
Q9HCE9	ANO8 KIAA1623 TMEM16H	5 out of 5	136,034
Q7Z6G8	ANKS1B	5 out of 5	138,066
Q8WVL7	ANKRD49 FGIF	3 out of 5	27,290
P58335	ANTXR2 CMG2	5 out of 5	53,666
Q96NW4	ANKRD27 PP12899	5 out of 5	116,984
Q9HBW9	ADGRL4 ELTD1 ETL UNQ202/PRO228	5 out of 5	77,811
P05062	ALDOB ALDB	5 out of 5	39,473
P19021	PAM	5 out of 5	108,332
Q9BXL6	CARD14 CARMA2	5 out of 5	113,270
Q07075	ENPEP	5 out of 5	109,244
P39687	ANP32A C15orf1 LANP MAPM PHAP1	5 out of 5	28,585
P16157	ANK1 ANK	5 out of 5	206,265
Q9BY76	ANGPTL4 ARP4 HFARP PGAR PP1158 PSEC0166 UNQ171/PRO197	5 out of 5	45,214
Q6UXH0	ANGPTL8 C19orf80 RIFL UNQ599/PRO1185	5 out of 5	22,105
Q8N7Z5	ANKRD31	2 out of 5	210,816
Q8N283	ANKRD35	3 out of 5	109,966
Q8N9V6	ANKRD53	5 out of 5	59,571
B4E2M5	ANKRD66	1 out of 5	27,916
P04075	ALDOA ALDA	5 out of 5	39,420
Q6GMV1	ALG1L	2 out of 5	21,132
Q8N7J2	AMER2 FAM123A	5 out of 5	69,507
Q9P2R3	ANKFY1 ANKHZN KIAA1255	5 out of 5	128,399
Q96K21	ZFYVE19 ANCHR MPFYVE	5 out of 5	51,546
E9PGG2	ANHX	2 out of 5	41,695
Q86XS5	ANGPTL5 UNQ5795/PRO19600	3 out of 5	44,144
Q9NU02	ANKEF1 ANKRD5	2 out of 5	86,664
O14744	PRMT5 HRMT1L5 IBP72 JBP1 SKB1	5 out of 5	72,684
Q9NQW6	ANLN	5 out of 5	124,199
Q02040	AKAP17A CXYorf3 DXYS155E SFRS17A XE7	5 out of 5	80,735
P55789	GFER ALR HERV1 HPO	5 out of 5	23,449
P47895	ALDH1A3 ALDH6	5 out of 5	56,108
Q9Y673	ALG5 HSPC149	4 out of 5	36,946
Q8N6S4	ANKRD13C	5 out of 5	60,818
P01019	AGT SERPINA8	5 out of 5	53,154
Q9UKU9	ANGPTL2 ARP2 UNQ170/PRO196	5 out of 5	57,104
Q9NR22	PRMT8 HRMT1L3 HRMT1L4	5 out of 5	45,291
Q9GZV1	ANKRD2 ARPP	5 out of 5	39,859
P16860	NPPB	5 out of 5	14,726
O60218	AKR1B10 AKR1B11	5 out of 5	36,020
Q6UX46	ALKAL2 FAM150B UNQ542/PRO1097	4 out of 5	16,915
Q69YU3	ANKRD34A ANKRD34	3 out of 5	52,636
P54802	NAGLU UFHSD1	5 out of 5	82,266
Q8N6M6	AOPEP C9orf3 ONPEP	5 out of 5	93,572
Q15327	ANKRD1 C193 CARP HA1A2	5 out of 5	36,252
P12236	SLC25A6 ANT3 CDABP0051	5 out of 5	32,866
Q16352	INA NEF5	5 out of 5	55,391
Q96K78	ADGRG7 GPR128	4 out of 5	88,909
Q9BV10	ALG12 PP14673	5 out of 5	54,655
P43353	ALDH3B1 ALDH7	5 out of 5	51,840
P35858	IGFALS ALS	5 out of 5	66,035
Q9BT22	ALG1 HMAT1 HMT1 PSEC0061 UNQ861/PRO1870	5 out of 5	52,518
Q3KRA9	ALKBH6 ABH6	5 out of 5	26,483
Q96QP1	ALPK1 KIAA1527 LAK	5 out of 5	138,861
Q86TB3	ALPK2 HAK	5 out of 5	237,013
C9J202	ALG1L2	2 out of 5	24,154
Q8NB90	SPATA5 AFG2 SPAF	5 out of 5	97,904
Q96PN6	ADCY10 SAC	5 out of 5	187,149
Q8TD30	GPT2 AAT2 ALT2	5 out of 5	57,904
O43918	AIRE APECED	5 out of 5	57,727
Q12802	AKAP13 BRX HT31 LBC	5 out of 5	307,550
P84996	GNAS GNAS1	5 out of 5	67,948
Q99217	AMELX AMG AMGX	5 out of 5	21,603
P57730	CARD18 ICEBERG UNQ5804/PRO19611	5 out of 5	10,138
Q16853	AOC3 VAP1	5 out of 5	84,622
Q92482	AQP3	5 out of 5	31,544
Q92747	ARPC1A SOP2L	5 out of 5	41,569
P51636	CAV2	5 out of 5	18,291
Q96LS8	C2orf48	1 out of 5	17,367
Q08AI8	C2orf54	2 out of 5	49,565
Q6UXQ4	C2orf66 UNQ6411/PRO21186	1 out of 5	13,321
Q2NKX9	C2orf68	2 out of 5	18,751
A6NN90	C2orf81	1 out of 5	63,239
P0DPF5	C2orf27A	1 out of 5	21,517
P0DPF6	C2orf27B	1 out of 5	22,074
Q9H9S4	CAB39L	3 out of 5	39,088
Q8N350	CBARP C19orf26	4 out of 5	73,929
Q92888	ARHGEF1	5 out of 5	102,435
Q8TER5	ARHGEF40 SOLO	4 out of 5	164,658
Q9NX46	ADPRHL2 ARH3	5 out of 5	38,947
Q7Z628	NET1 ARHGEF8	5 out of 5	67,740
P08185	SERPINA6 CBG	5 out of 5	45,141
O94989	ARHGEF15 KIAA0915	5 out of 5	91,940
Q5VV41	ARHGEF16 EPHEXIN4 NBR	5 out of 5	80,105
Q6ZSZ5	ARHGEF18 KIAA0521	5 out of 5	151,642
Q86VW2	ARHGEF25 GEFT	5 out of 5	63,843
Q8NDY3	ADPRHL1 ARH2	3 out of 5	40,105
Q8N7S6	ARIH2OS C3orf71	2 out of 5	30,424
Q99856	ARID3A DRIL1 DRIL3 DRX E2FBP1	5 out of 5	62,889
Q9Y4B4	RAD54L2 ARIP4 KIAA0809	5 out of 5	162,769
Q4LE39	ARID4B BRCAA1 RBBP1L1 RBP1L1 SAP180	5 out of 5	147,809
O43488	AKR7A2 AFAR AFAR1 AKR7	5 out of 5	39,589
Q0P5N6	ARL16	2 out of 5	20,936
Q8IVW1	ARL17A ARL17P1; ARL17B ARF1P2 ARL17A PRO2667	4 out of 5	19,388
Q8N4G2	ARL14 ARF7	4 out of 5	21,588
P56559	ARL4C ARL7	5 out of 5	21,487
Q6T311	ARL9	2 out of 5	20,755
A6NH57	ARL5C ARL12	3 out of 5	20,591
Q5W041	ARMC3	3 out of 5	96,405
Q96C12	ARMC5	5 out of 5	97,682
Q6NXE6	ARMC6	3 out of 5	54,142
Q9H6L4	ARMC7	5 out of 5	21,924
Q8IUR7	ARMC8 S863-2	5 out of 5	75,509
Q7Z3E5	ARMC9 KIAA1868	5 out of 5	91,819
Q9H993	ARMT1 C6orf211	5 out of 5	51,172
Q86TY3	ARMH4 C14orf37	3 out of 5	84,173
Q9UH62	ARMCX3 ALEX3 BM-017 UNQ2517/PRO6007	3 out of 5	42,501
Q7L4S7	ARMCX6	2 out of 5	33,019
Q8N7E2	CBLL2 ZNF645	4 out of 5	48,785
P23435	CBLN1	5 out of 5	21,097
P48052	CPA2	5 out of 5	47,030
Q96IY4	CPB2	5 out of 5	48,424
Q8NEM8	AGBL3 CCP3	5 out of 5	116,011
Q8NDL9	AGBL5 CCP5	5 out of 5	97,534
Q13185	CBX3	5 out of 5	20,811
O95503	CBX6	5 out of 5	43,898
Q9HC52	CBX8 PC3 RC1	5 out of 5	43,396
Q9Y3M2	CBY1 ARB1 C22orf2 CBY PGEA1 HRIHFB2025	5 out of 5	14,470
Q5JPI3	C3orf38	3 out of 5	37,541
Q6ZVT6	C3orf67	2 out of 5	76,271
P0CE67	C3orf79	1 out of 5	11,337
F5H4A9	C3orf80	2 out of 5	25,682
Q96NT0	CCDC115	5 out of 5	19,761
Q96CT7	CCDC124	4 out of 5	25,835
Q96EE4	CCDC126 UNQ786/PRO1605	2 out of 5	15,668
Q96BQ5	CCDC127	1 out of 5	30,834
P13994	CCDC130 SB115	3 out of 5	44,802
Q96JN2	CCDC136 KIAA1793 NAG6	5 out of 5	134,045
Q6PK04	CCDC137 cPERP-B	3 out of 5	33,231
Q96MF4	CCDC140	1 out of 5	18,252
Q6ZP82	CCDC141 CAMDI	3 out of 5	166,261
Q17RM4	CCDC142 PSEC0243	2 out of 5	81,643
Q6ZUS6	CCDC149	3 out of 5	52,796
A4D256	CDC14C CDC14B2 CDC14Bretro	4 out of 5	51,614
A5D8V7	CCDC151	5 out of 5	69,140
Q494R4	CCDC153	3 out of 5	23,858
A6NGH7	CCDC160	1 out of 5	38,277
P0CW27	CCDC166	1 out of 5	48,709
Q9P0B6	CCDC167 C6orf129 HSPC265	2 out of 5	11,459
A6NNP5	CCDC169 C13orf38	3 out of 5	25,253
Q8IYT3	CCDC170 C6orf97	3 out of 5	82,277
Q6TFL3	CCDC171 C9orf93	3 out of 5	152,810
Q96M95	CCDC42 CCDC42A	3 out of 5	38,019
Q8IVM0	CCDC50 C3orf6	5 out of 5	35,822
Q8NEL0	CCDC54	2 out of 5	37,886
Q4VC31	CCDC58	2 out of 5	16,620
Q8IWA6	CCDC60	2 out of 5	63,091
A6NI79	CCDC69	4 out of 5	34,796
Q8IV32	CCDC71	2 out of 5	49,648
Q96P47	AGAP3 CENTG3	5 out of 5	95,044
Q13155	AIMP2 JTV1 PRO0992	5 out of 5	35,349
C9JUS6	ADM5 C19orf76	2 out of 5	16,532
Q13686	ALKBH1 ABH ABH1 ALKBH	5 out of 5	43,832
Q9Y2D5	AKAP2 KIAA0920 PRKA2	4 out of 5	94,661
Q9HAR2	ADGRL3 KIAA0768 LEC3 LPHN3	5 out of 5	161,812
Q5CZ79	ANKRD20A8P ANKRD20B	2 out of 5	93,909
Q9HDC9	APMAP C20orf3 UNQ1869/PRO4305	5 out of 5	46,480
Q86X55	CARM1 PRMT4	5 out of 5	65,854
Q8N187	CARF ALS2CR8	5 out of 5	80,698
Q14511	NEDD9 CASL CASS2	5 out of 5	92,861
Q7LC44	ARC KIAA0278	5 out of 5	45,316
P55211	CASP9 MCH6	5 out of 5	46,281
Q8N6T3	ARFGAP1 ARF1GAP	5 out of 5	44,668
Q8N6H7	ARFGAP2 ZNF289 Nbla10535	5 out of 5	56,720
Q9NQ75	CASS4 C20orf32 HEFL	5 out of 5	87,144
Q86V15	CASZ1 CST SRG ZNF693	5 out of 5	190,069
P08311	CTSG	5 out of 5	28,837
P09668	CTSH CPSB	5 out of 5	37,394
P07711	CTSL CTSL1	5 out of 5	37,564
P78540	ARG2	5 out of 5	38,578
P05089	ARG1	5 out of 5	34,735
Q9BXY5	CAPS2 UG0636c06	3 out of 5	63,835
Q8N5S3	C2orf73	2 out of 5	32,142
Q6P9G0	CYB5D1	2 out of 5	26,689
A1IGU5	ARHGEF37	2 out of 5	76,278
Q9NXL2	ARHGEF38	3 out of 5	89,078
Q8IVU9	CABCOCO1 C10orf107	2 out of 5	23,883
Q9NR81	ARHGEF3	5 out of 5	59,783
Q12774	ARHGEF5 TIM	5 out of 5	176,799
Q14155	ARHGEF7 COOL1 KIAA0142 P85SPR PAK3BP PIXB Nbla10314	5 out of 5	90,012
Q5SW96	LDLRAP1 ARH	5 out of 5	33,885
O43307	ARHGEF9 ARHDH9 KIAA0424	5 out of 5	60,982
O15013	ARHGEF10 KIAA0294	5 out of 5	151,612
O14497	ARID1A BAF250 BAF250A C1orf4 OSA1 SMARCF1	5 out of 5	242,045
Q8NFD5	ARID1B BAF250B DAN15 KIAA1235 OSA2	5 out of 5	236,123
Q96DR7	ARHGEF26 SGEF HMFN1864	5 out of 5	97,346
Q9Y4X5	ARIH1 ARI MOP6 UBCH7BP HUSSY-27	5 out of 5	64,118
Q14865	ARID5B DESRT MRF2	5 out of 5	132,375
Q8IVW6	ARID3B BDP DRIL2	5 out of 5	60,637
P29374	ARID4A RBBP1 RBP1	5 out of 5	142,752
Q03989	ARID5A MRF1	5 out of 5	64,074
Q8NHP1	AKR7L AFAR3 AKR7A4	5 out of 5	36,970
P40616	ARL1	5 out of 5	20,418
P36404	ARL2	5 out of 5	20,878
P36405	ARL3 ARFL3	5 out of 5	20,456
Q96BM9	ARL8A ARL10B GIE2	5 out of 5	21,416
P40617	ARL4A ARL4	5 out of 5	22,615
Q96KC2	ARL5B ARL8	4 out of 5	20,375
P04424	ASL	5 out of 5	51,658
Q8N6M5	ALLC	3 out of 5	43,559
Q8IY63	AMOTL1	5 out of 5	106,574
Q9Y672	ALG6 My046	5 out of 5	58,121
Q86YJ7	ANKRD13B	4 out of 5	70,205
Q8NFD2	ANKK1 PKK2 SGK288	5 out of 5	84,632
Q9BXX2	ANKRD30B	2 out of 5	158,049
F7VJQ1	PRNP ALTPRP PRIP PRP	3 out of 5	8,691
O14791	APOL1 APOL	5 out of 5	43,974
Q9BX69	CARD6	3 out of 5	116,468
Q9H257	CARD9	5 out of 5	62,241
Q9NXV6	CDKN2AIP CARF	5 out of 5	61,125
Q5VZK9	CARMIL1 CARMIL LRRC16 LRRC16A	5 out of 5	151,557
P29972	AQP1 CHIP28	5 out of 5	28,526
A6NL99	AQP7P3	2 out of 5	37,357
P10398	ARAF ARAF1 PKS PKS2	5 out of 5	67,585
Q96P48	ARAP1 CENTD2 KIAA0782	5 out of 5	162,192
P51878	CASP5 ICH3	5 out of 5	49,736
P55212	CASP6 MCH2	5 out of 5	33,310
P55210	CASP7 MCH3	5 out of 5	34,277
Q14790	CASP8 MCH5	5 out of 5	55,391
O15033	AREL1 KIAA0317	5 out of 5	94,223
Q92851	CASP10 MCH4	5 out of 5	58,951
P53365	ARFIP2 POR1	5 out of 5	37,856
Q13948	CUX1 CUTL1	5 out of 5	77,455
Q9NP61	ARFGAP3 ARFGAP1	5 out of 5	56,928
A5YM69	ARHGEF35 ARHGEF5L	2 out of 5	53,287
A6NHX0	CASTOR2 GATSL1 GATSL2	4 out of 5	36,056
P07339	CTSD CPSD	5 out of 5	44,552
P14091	CTSE	5 out of 5	42,794
Q9UBX1	CTSF	5 out of 5	53,366
Q8WUQ7	CACTIN C19orf29	5 out of 5	88,702
Q7Z7H3	CATIP C2orf62	5 out of 5	43,900
P43235	CTSK CTSO CTSO2	5 out of 5	36,966
O60911	CTSV CATL2 CTSL2 CTSU UNQ268/PRO305	5 out of 5	37,329
Q5NE16	CTSL3P CTSL3	2 out of 5	25,059
P43234	CTSO CTSO1	4 out of 5	35,958
Q13166	CATR1	1 out of 5	9,224
Q03135	CAV1 CAV	5 out of 5	20,472
A6NJG6	ARGFX	2 out of 5	35,617
Q13938	CAPS	4 out of 5	30,240
P52907	CAPZA1	5 out of 5	32,923
Q96KX2	CAPZA3 CAPAA3 GSG3	4 out of 5	35,025
Q68DN1	C2orf16	3 out of 5	224,321
Q9NWW7	C2orf42	2 out of 5	64,077
Q6ZSB3	LINC00299 C2orf46 NCRNA00299	1 out of 5	15,654
Q96LR7	C2orf50	1 out of 5	17,838
Q8N535	LINC00471 C2orf52	1 out of 5	12,106
Q9NXW9	ALKBH4 ABH4	5 out of 5	33,838
Q6P6C2	ALKBH5 ABH5 OFOXD1	5 out of 5	44,256
Q86WK7	AMIGO3 ALI3 KIAA1851 UNQ6084/PRO20089	4 out of 5	55,250
P23582	NPPC CNP2	5 out of 5	13,246
A2A2Z9	ANKRD18B	1 out of 5	118,231
Q400G9	AMZ1 KIAA1950	4 out of 5	54,924
A6NFN9	ANKUB1 C3orf16	2 out of 5	56,600
Q15389	ANGPT1 KIAA0003	5 out of 5	57,513
Q9H8Y5	ANKZF1 ZNF744	5 out of 5	80,927
O15123	ANGPT2	5 out of 5	56,919
Q9H560	ANKRD19P ANKRD19	2 out of 5	30,436
Q10567	AP1B1 ADTB1 BAM22 CLAPB2	5 out of 5	104,637
O75843	AP1G2	5 out of 5	87,117
O95782	AP2A1 ADTAA CLAPA1	5 out of 5	107,546
Q9NUS5	AP5S1 C20orf29	5 out of 5	22,522
Q8IXF9	AQP12A AQP12 AQPX2	2 out of 5	31,475
A6NM10	AQP12B	2 out of 5	31,475
O15234	CASC3 MLN51	5 out of 5	76,278
P42575	CASP2 ICH1 NEDD2	5 out of 5	50,685
P25098	GRK2 ADRBK1 BARK BARK1	5 out of 5	79,574
Q8WZ64	ARAP2 CENTD1 KIAA0580	4 out of 5	193,452
P42574	CASP3 CPP32	5 out of 5	31,608
P49662	CASP4 ICH2	5 out of 5	43,262
P61204	ARF3	5 out of 5	20,601
P84085	ARF5	5 out of 5	20,530
P62330	ARF6	5 out of 5	20,082
P41180	CASR GPRC2A PCAR1	5 out of 5	120,675
P04040	CAT	5 out of 5	59,756
P07858	CTSB CPSB	5 out of 5	37,822
P53634	CTSC CPPI	5 out of 5	51,854
P49418	AMPH AMPH1	5 out of 5	76,257
Q9C0C7	AMBRA1 KIAA1736	5 out of 5	142,507
P28838	LAP3 LAPEP PEPS	5 out of 5	56,166
P08758	ANXA5 ANX5 ENX2 PP4	5 out of 5	35,937
Q9Y6B7	AP4B1	5 out of 5	83,260
Q9UPM8	AP4E1	5 out of 5	127,287
Q96CW1	AP2M1 CLAPM1 KIAA0109	5 out of 5	49,655
Q9NYG5	ANAPC11 HSPC214	5 out of 5	9,841
Q9UJX4	ANAPC5 APC5	5 out of 5	85,077
Q8NCL9	APCDD1L	2 out of 5	55,635
Q9UJX3	ANAPC7 APC7	5 out of 5	66,855
P25054	APC DP2.5	5 out of 5	311,646
Q9ULZ1	APLN APEL	5 out of 5	8,569
Q96BI3	APH1A PSF CGI-78 UNQ579/PRO1141	5 out of 5	28,996
Q6Q788	APOA5 RAP3 UNQ411/PRO773	5 out of 5	41,213
Q0VD83	APOBR APOB48R	5 out of 5	114,874
P04114	APOB	5 out of 5	515,605
P02654	APOC1	5 out of 5	9,332
P55056	APOC4	5 out of 5	14,553
P05090	APOD	5 out of 5	21,276
Q9Y2G2	CARD8 KIAA0955 NDPP1	5 out of 5	48,933
Q9NP73	ALG13 CXorf45 GLT28D1 MDS031	5 out of 5	126,056
O75891	ALDH1L1 FTHFD	5 out of 5	98,829
Q8N944	AMER3 FAM123C	3 out of 5	90,445
Q9H4A4	RNPEP APB	4 out of 5	72,596
Q5VTE6	ANGEL2 KIAA0759L	3 out of 5	62,339
P0C6C1	ANKRD34C	2 out of 5	58,256
Q86XL3	ANKLE2 KIAA0692 LEM4	5 out of 5	104,114
Q12955	ANK3	5 out of 5	480,410
Q8IWZ3	ANKHD1 KIAA1085 MASK VBARP PP2500	5 out of 5	269,458
P16066	NPR1 ANPRA	5 out of 5	118,919
C9JTQ0	ANKRD63	1 out of 5	39,620
P53677	AP3M2	5 out of 5	46,977
Q96PC3	AP1S3	5 out of 5	18,280
O00203	AP3B1 ADTB3A	5 out of 5	121,320
O14727	APAF1 KIAA0413	5 out of 5	141,840
P07741	APRT	5 out of 5	19,608
Q8IU53	CASC2 C10orf5	2 out of 5	8,607
Q5H913	ARL13A	3 out of 5	33,003
Q3SXY8	ARL13B ARL2L1	5 out of 5	48,643
Q6NSI1	ANKRD26P1	2 out of 5	35,437
O15143	ARPC1B ARC41	5 out of 5	40,950
Q96IT6	ARHGAP5-AS1 C14orf128	1 out of 5	6,106
P15514	AREG AREGB SDGF	5 out of 5	27,895
P18085	ARF4 ARF2	5 out of 5	20,511
P84077	ARF1	5 out of 5	20,697
O14958	CASQ2	5 out of 5	46,436
Q8N726	CDKN2A CDKN2 MLM	5 out of 5	13,903
A8MVX0	ARHGEF33	2 out of 5	94,633
Q8WTX7	CASTOR1 GATSL3	5 out of 5	36,275
Q8NAP1	CASTOR3 GATS STAG3OS	2 out of 5	17,846
Q9BVK2	ALG8 HUSSY-02	5 out of 5	60,088
Q9BT30	ALKBH7 ABH7 SPATA11 UNQ6002/PRO34564	5 out of 5	24,516
Q9BWT7	CARD10 CARMA3	5 out of 5	115,931
Q9UKV5	AMFR RNF45	5 out of 5	72,996
P35414	APLNR AGTRL1 APJ	5 out of 5	42,660
Q06481	APLP2 APPL2	5 out of 5	86,956
P02647	APOA1	5 out of 5	30,778
P02652	APOA2	5 out of 5	11,175
P02655	APOC2 APC2	5 out of 5	11,284
P02656	APOC3	5 out of 5	10,852
Q13790	APOF	5 out of 5	35,399
Q8IVJ8	APRG1 C3orf35	2 out of 5	18,525
Q53RT3	ASPRV1 SASP	5 out of 5	36,991
Q13794	PMAIP1 NOXA	5 out of 5	6,030
O95236	APOL3	4 out of 5	44,278
Q9BPW4	APOL4	4 out of 5	39,164
Q9BWW9	APOL5	3 out of 5	47,044
Q7Z2E3	APTX AXA1	5 out of 5	40,740
Q8ND23	CARMIL3 C14orf121 LRRC16B	4 out of 5	150,230
P47710	CSN1S1 CASA CSN1	5 out of 5	21,671
Q15041	ARL6IP1 ARL6IP ARMER KIAA0069	5 out of 5	23,363
O94778	AQP8	4 out of 5	27,381
Q9Y2Y0	ARL2BP BART BART1	5 out of 5	18,822
A6NH13	DNAJC9-AS1 C10orf103	1 out of 5	15,587
Q9UJU6	DBNL CMAP SH3P7 PP5423	5 out of 5	48,207
Q9Y485	DMXL1 XL1	3 out of 5	337,839
P28068	HLA-DMB DMB RING7	5 out of 5	28,943
Q9C0D9	SELENOI EPT1 KIAA1724 SELI	5 out of 5	45,229
Q99645	EPYC DSPG3 PGLB SLRR3B	4 out of 5	36,637
Q5T890	ERCC6L2 C9orf102 RAD26L	5 out of 5	177,127
P04626	ERBB2 HER2 MLN19 NEU NGL	5 out of 5	137,910
P24855	DNASE1 DNL1 DRNI	5 out of 5	31,434
Q4LDG9	DNAL1 C14orf168	5 out of 5	21,533
O96015	DNAL4	5 out of 5	12,009
Q9UF47	DNAJC5B	3 out of 5	22,496
Q7Z6W7	DNAJB7 HSC3	2 out of 5	35,434
Q8NFT8	DNER BET UNQ262/PRO299	5 out of 5	78,475
Q9UBS3	DNAJB9 MDG1 UNQ743/PRO1471	5 out of 5	25,518
O14944	EREG	5 out of 5	19,044
Q8WW22	DNAJA4	5 out of 5	44,798
Q99615	DNAJC7 TPR2 TTC2	5 out of 5	56,441
P49917	LIG4	5 out of 5	103,971
P15170	GSPT1 ERF3A	5 out of 5	55,756
Q8IYD1	GSPT2 ERF3B	5 out of 5	68,883
Q4G0M1	ERFE C1QTNF15 CTRP15 FAM132B	4 out of 5	37,279
Q14534	SQLE ERG1	5 out of 5	63,923
O43414	ERI3 PINT1 PRNPIP PRNPIP1	4 out of 5	37,238
Q86X53	ERICH1 HSPC319	2 out of 5	48,984
Q6P6B1	ERICH5 C8orf47	2 out of 5	39,936
Q7L0X2	ERICH6 C3orf44 FAM194A	2 out of 5	75,255
P61579	ERVK-25	2 out of 5	11,828
Q96DZ1	ERLEC1 C2orf30 XTP3TPB UNQ1878/PRO4321	5 out of 5	54,858
O75477	ERLIN1 C10orf69 KE04 KEO4 SPFH1	5 out of 5	38,926
O94905	ERLIN2 C8orf2 SPFH2 UNQ2441/PRO5003/PRO9924	5 out of 5	37,840
Q9UJW3	DNMT3L	5 out of 5	43,583
Q13609	DNASE1L3 DHP2 DNAS1L3	5 out of 5	35,504
Q14183	DOC2A	5 out of 5	43,959
Q14185	DOCK1	5 out of 5	215,346
Q8IZD9	DOCK3 KIAA0299 MOCA	4 out of 5	233,103
Q6PKX4	DOK6 DOK5L	4 out of 5	38,318
Q9BU89	DOHH HLRC1	5 out of 5	32,904
P30040	ERP29 C12orf8 ERP28	5 out of 5	28,993
Q9NYP3	DONSON C21orf60	5 out of 5	62,747
