Entry	Gene names
P49593	PPM1F KIAA0015 POPX2
Q6NYC8	PPP1R18 HKMT1098 KIAA1949
Q5R3F8	ELFN2 KIAA1904 LRRC62 PPP1R29
O96001	PPP1R17 C7orf16 GSBS
Q70Z35	PREX2 DEPDC2
P49642	PRIM1
Q9NQX0	PRDM6 PFM3
Q9NQW5	PRDM7 PFM4
Q9NQV8	PRDM8 PFM5
P04554	PRM2
P30048	PRDX3 AOP1
P23284	PPIB CYPB
Q08752	PPID CYP40 CYPD
Q9UMR5	PPT2
P78424	POU6F2 RPF1
Q9BXR3	ERVK-6 ERVK6
Q8NE79	BVES POP1 POPDC1
Q6S8J3	POTEE A26C1A POTE2
Q9H8P0	SRD5A3 SRD5A2L
Q5JR12	PPM1J PPP2CZ
Q8N3J5	PPM1K PP2CM
Q5SGD2	PPM1L PP2CE
P01236	PRL
Q8NHR9	PFN4
Q99935	OPRPN BPLP PROL1
P85299	PRR5 PROTOR1 PP610
P20472	PVALB
Q9UKI9	POU2F3 OTF11 PLA1
Q8WVV4	POF1B
Q96C90	PPP1R14B PLCB3N PNG
Q6PJE2	POMZP3
Q96A00	PPP1R14A CPI17 PPP1INL
Q16378	PRR4 LPRP PROL4
Q12857	NFIA KIAA1439
O00712	NFIB
Q86X76	NIT1
Q8N8Q9	NIPA2
P52952	NKX2-5 CSX NKX2.5 NKX2E
O60551	NMT2
A6NJU9	NPIPB13
Q96PH1	NOX5
Q9UM47	NOTCH3
O15130	NPFF
Q99466	NOTCH4 INT3
A4D2B8	PMS2P1 PMS2L1 PMS2L13 PMS2L6 PMS2L8 PMS3 PMS8 PMSR2
O95744	PMS2P2 PMS2L14 PMS2L2 PMS4
Q13401	PMS2P3 PMS2L3 PMS2L9 PMS5 PMSR3
A8MQ11	PMS2P5 PMS2L5 PMS4 PMS7
Q13670	PMS2P11 PMS2L11 PMSR6
O43808	SLC25A17 PMP34
A0A1W2PS18	PMIS2
Q6X4W1	NSMF NELF
Q63ZY6	NSUN5P2 NSUN5C WBSCR20B WBSCR20C
Q15738	NSDHL H105E3
Q8WV22	NSMCE1 HSPC333 HSPC337
Q9Y328	NSG2 CALY3
O43920	NDUFS5
Q07444	KLRC3 NKG2E
P08949	NMB
Q13287	NMI
Q6P988	NOTUM OK/SW-CL.30
P51805	PLXNA3 PLXN4 SEX
Q99457	NAP1L3 BNAP
O15031	PLXNB2 KIAA0315
Q9UHC9	NPC1L1
A6NHN6	NPIPB15 NPIPL2
Q8NG41	NPB PPL7 PPNPB
Q96IY1	NSL1 C1orf48 DC31 DC8 MIS14
Q16620	NTRK2 TRKB
Q12769	NUP160 KIAA0197 NUP120
Q96CW9	NTNG2 KIAA1857 LMNT2 UNQ9381/PRO34206
Q99650	OSMR OSMRB
Q9NRP0	OSTC DC2 HDCMD45P HSPC307
Q9NWU1	OXSM
P51582	P2RY4 NRU
Q15391	P2RY14 GPR105 KIAA0001
O43422	THAP12 DAP4 P52RIPK PRKRIR THAP0
P32322	PYCR1
Q9UBL9	P2RX2 P2X2
P56373	P2RX3
Q9BTU6	PI4K2A
P49720	PSMB3
P28074	PSMB5 LMPX MB1 X
Q13310	PABPC4 APP1 PABP4
Q9UKS6	PACSIN3
Q96M98	PACRG GLUP
P09466	PAEP
O75459	PAGE1 GAGE9 GAGEB1
Q02509	OC90 PLA2L
P21953	BCKDHB
Q3SX64	ODF3L2 C19orf19
Q17RF5	ODAPH C4orf26
Q9BZK8	OCR1
Q14990	ODF1 HSPB10 ODFP
O75807	PPP1R15A GADD34
P12694	BCKDHA
Q8IZS5	OFCC1 MRDS1
Q6NWY9	PRPF40B HYPC
Q9NRN5	OLFML3 PSEC0035 PSEC0173 PSEC0244 UNQ663/PRO1294
Q5VTA0	PRAMEF17
Q5SWL8	PRAMEF19
O60890	OPHN1
Q92733	PRCC TPRC
Q00LT1	PRCD
Q9UBM4	OPTC OPT
Q8NGS3	OR1J1
P04000	OPN1LW RCP
Q8NGA1	OR1M1
Q8NGR9	OR1N2
Q8NGQ3	OR1S2
Q96CV9	OPTN FIP2 GLC1E HIP7 HYPL NRP
P58170	OR1D5
Q8NG85	OR2L3
Q8NG80	OR2L5 OR2L11
Q8N349	OR2L13 OR2L14
Q8NG83	OR2M3 OR2M3P OR2M6
Q8NGP0	OR4C13
A3KFT3	OR2M5 OR2M5P
O95221	OR5F1
A6NKK0	OR5H1
Q8NGV7	OR5H2
Q8NGN0	OR4D5
Q6IF00	OR2T2 OR2T2P
Q8NH18	OR5J2
Q8NGQ2	OR6Q1
Q8NGN1	OR6T1
Q8NH21	OR4F5
Q8NGP4	OR5M3
Q8NGD4	OR4K1
Q8NH42	OR4K13
Q8WZ94	OR5P3
O76100	OR7A10
O14581	OR7A17
Q8NGG2	OR5T2
Q8NGD0	OR4M1
Q8NGF9	OR4X2
Q8NGH3	OR2D3
Q8NGQ6	OR9I1
Q8NGZ5	OR2G2
Q5TZ20	OR2G6
A6NL26	OR5B21
Q96RD0	OR8B2
Q9H209	OR10A4 OR10A4P
Q6NXP6	NOXRED1 C14orf148
Q8NH80	OR10D3 OR10D3P
Q8NGC3	OR10G2
A6NND4	OR2AT4
Q8NGN4	OR10G9 OR10G10P
Q8NGS8	OR13C5
Q8NGA5	OR10H4
A6NDL8	OR6C68
A6NL08	OR6C75
Q9H2C8	OR51V1 OR51A12
Q9UKL2	OR52A1
A6NMZ5	OR4C45
Q96RD2	OR52B2
Q9UGF5	OR14J1 OR5U1
Q8NH60	OR52J3
Q8WVF1	OSCP1 C1orf102 NOR1
Q8NHW6	OTOS OTOSP
Q96FW1	OTUB1 OTB1 OTU1 HSPC263
P10451	SPP1 BNSP OPN PSEC0156
Q13438	OS9
Q9BZF2	OSBPL7 ORP7
P02818	BGLAP
A6NNC1	
Q969R2	OSBP2 KIAA1664 ORP4 OSBPL4
P32243	OTX2
Q8IYS1	PM20D2 ACY1L2
O00398	P2RY10
Q9H244	P2RY12 HORK3
Q9UNF0	PACSIN2
Q8WV74	NUDT8
Q53FV1	ORMDL2 HSPC160 MSTP095
Q8N138	ORMDL3
Q9BXI2	SLC25A2 ORNT2
P78527	PRKDC HYRC HYRC1
O60260	PRKN PARK2
O75569	PRKRA PACT RAX HSD-14 HSD14
P51817	PRKX PKX1
O43930	PRKY
Q7L8S5	OTUD6A DUBA2
Q7RTS5	OTOP3
Q8WZ82	OVCA2
Q9H1P3	OSBPL2 KIAA0772 ORP2
Q7RTW8	OTOA
Q8N2R0	OSR2
A8MW92	PHF20L1 CGI-72
Q8TDS5	OXER1 GPR170 TG1019
P32242	OTX1
O75747	PIK3C2G
O14683	TP53I11 PIG11
Q99571	P2RX4
Q9BZF3	OSBPL6 ORP6
Q96SU4	OSBPL9 ORP9 OSBP4
Q8N573	OXR1 Nbla00307
Q6GTS8	PM20D1
Q06190	PPP2R3A PPP2R3
P13674	P4HA1 P4HA
P54886	ALDH18A1 GSAS P5CS PYCS
Q96C36	PYCR2
Q8NBR0	TP53I13 DSCP1
P47712	PLA2G4A CPLA2 PLA2G4
Q9UP65	PLA2G4C
P27986	PIK3R1 GRB1
Q8NH19	OR10AG1
Q8NHA4	OR2AE1 OR2AE2
Q9UKK6	NXT1
Q9Y4A9	OR10H1
Q9NPJ8	NXT2 BM-025 DC9
P30954	OR10J1
Q8NGK0	OR51G2
Q9H343	OR51I1
Q8NG92	OR13H1
Q8NGQ4	OR10Q1
Q8NGN2	OR10S1
A6ND48	OR14I1 OR5BU1 OR5BU1P
Q8NGZ2	OR14K1 OR5AY1
O15294	OGT
O00330	PDHX PDX1
P48634	PRRC2A BAT2 G2
P41143	OPRD1 OPRD
Q9H4Q4	PRDM12 PFM9
P08100	RHO OPN2
Q8NHA8	OR1F12 OR1F12P
P47890	OR1G1 OR1G2
O60431	OR1I1
Q8NGS1	OR1J4
Q8NH94	OR1L1 OR1L2
Q8NGR5	OR1L4 OR1L5
O43900	PRICKLE3 LMO6
Q9BXB5	OSBPL10 ORP10 OSBP9
Q7RTZ1	OVCH2 OVTN
Q86WC4	OSTM1 GL HSPC019 UNQ6098/PRO21201
P00480	OTC
Q7RTU3	OLIG3 BHLHB7 BHLHE20
Q5VWM5	PRAMEF9; PRAMEF15
P02812	PRB2
P10163	PRB4
Q8NCQ7	PROCA1
Q8NGR6	OR1B1
Q15619	OR1C1
P47884	OR1D4
P47887	OR1E2 OR1E4
Q8WZA6	OR1E3 OR1E3P
Q8NGX9	OR6P1
Q8NH00	OR2T4
Q8NGI4	OR4D11 OR4D11P
A6NET4	OR5K3
Q8N148	OR6V1
Q8NGL0	OR5L2
Q8NHB1	OR2V1
Q8NGB9	OR4F6 OR4F12
Q8NGD2	OR4K2
Q96R72	OR4K3 OR4K3P
Q8NHA6	OR2W6P OR2W7P
Q8WZ92	OR5P2
Q8NH43	OR4L1 OR4L2P
Q8NGG3	OR5T3
Q8NGB6	OR4M2
O60412	OR7C2 OR7C3
Q96RA2	OR7D2
Q8NG98	OR7D4 OR7D4P
P0C623	OR4Q2 OR4Q2P
P47881	OR3A1 OLFRA03
Q8NH73	OR4S2 OR4S2P
Q8NH49	OR4X1
Q8NH87	OR9G1 OR9G5
Q8NGQ5	OR9Q1
Q8NGE9	OR9Q2 OR9Q2P
Q8NGE1	OR6C4
O76002	OR2J2
Q8NGG6	OR8B12
Q8N162	OR8H2
Q8N146	OR8H3
Q8NGG1	OR8J2 OR8J2P
Q8NGG0	OR8J3
Q8NGG5	OR8K1
Q8NH50	OR8K5
Q8NH09	OR8S1
Q8NH10	OR8U1
Q9NRC9	OTOR FDP MIAL UNQ3054/PRO9873
Q7RTY7	OVCH1
Q5XKR4	OTP
Q9H4B0	OSGEPL1 GCP1
Q99489	DDO
Q8NGK9	OR5D16
Q8NGL1	OR5D18
Q15615	OR4D1 OR4D3
O43869	OR2T1
P0DN80	OR5H8 OR5H8P
Q13606	OR5I1 OLF1
Q8NHB7	OR5K1
Q8NH40	OR6S1
A6NMS3	OR5K4
Q6IEY1	OR4F3; OR4F16; OR4F29
Q96R69	OR4F4
Q8NGX8	OR6Y1 OR6Y2
Q9Y3N9	OR2W1
Q7Z3T1	OR2W3 OR2W3P OR2W8P
Q8NGA2	OR7A2P OR7A2 OR7A7
Q8NGV0	OR2Y1
Q8NGD5	OR4K14
Q8NGC6	OR4K17
Q9UGF6	OR5V1
Q8N0Y3	OR4N4
Q8NH05	OR4Q3 C14orf13 OR4Q4
Q8N628	OR2C3 OR2C4 OR2C5P
Q8NH48	OR5B3 OR5B13
Q96SN7	ORAI2 C7orf19 CBCIP2 TMEM142B PP1729
Q8NGL3	OR5D14
Q9GZM6	OR8D2
Q8NH16	OR2L2 OR2L12 OR2L4P
P0C604	OR4A8 OR4A8P
Q8NGM8	OR6M1
Q8NGG4	OR8H1
Q8NGP2	OR8J1
Q8NH51	OR8K3
Q13415	ORC1 ORC1L PARC1
O43929	ORC4 ORC4L
Q9Y5N6	ORC6 ORC6L
Q9Y3B8	REXO2 SFN SMFN CGI-114
Q9NX31	OSER1 C20orf111 BM-038 HSPC168 HSPC207
Q7RTM1	OTOP1
Q6GQQ9	OTUD7B ZA20D1
P61366	OSTN
Q3ZCN5	OTOGL C12orf64
P30559	OXTR
Q8IYS5	OSCAR
Q32P28	P3H1 GROS1 LEPRE1 PSEC0109
Q15077	P2RY6 PP2891
Q96FE7	PIK3IP1 HGFL
P0DJ07	PET100 C19orf79
Q3SYG4	BBS9 PTHB1
Q96NR3	PTCHD1
Q96EY7	PTCD3 MRPS39 TRG15
Q3MIT2	PUS10 CCDC139 DOBI
P25786	PSMA1 HC2 NU PROS30 PSC2
Q02127	DHODH
P30566	ADSL AMPS
A1KZ92	PXDNL VPO2
O15067	PFAS KIAA0361
B1ATL7	PRR32 CXorf64
A8MZF0	PRR33 C11orf89
P24158	PRTN3 MBN
O14603	PRY PRY1 PTPN13LY; PRY2 PTPN13LY2; PRYP3; PRYP4
P21108	PRPS1L1 PRPS3 PRPSL
P43686	PSMC4 MIP224 TBP7
P62333	PSMC6 SUG2
O14818	PSMA7 HSPC
Q9BQR3	PRSS27 MPN UNQ1884/PRO4327
P25789	PSMA4 HC9 PSC9
P22102	GART PGFT PRGS
Q9H606	PRORY CYorf17
Q86WR7	PROSER2 C10orf47
Q8IYP2	PRSS58 TRY1 TRYX3 UNQ2540/PRO6090
Q2VWP7	PRTG
Q5FWE3	PRRT3 UNQ5823/PRO19642
E5RG02	PRSS46P PRSS46
O95084	PRSS23 ZSIG13 UNQ270/PRO307
P04070	PROC
A6NIE9	PRSS29P ISP2
Q9UMS4	PRPF19 NMP200 PRP19 SNEV
P04280	PRB1
O43172	PRPF4 PRP4
Q9BWN1	PRR14
P25787	PSMA2 HC3 PSC3
I3L0S3	PYCARD-AS1 C16orf98 PYCARDOS
P07737	PFN1
O94906	PRPF6 C20orf14
Q6P2Q9	PRPF8 PRPC8
A8MTI9	PRSS47
Q7RTY5	PRSS48 ESSPL
P28066	PSMA5
Q9P215	POGK KIAA1513 LST003 SLTP003
Q9UNA4	POLI RAD30B
Q9NPJ4	PNRC2 HSPC208
Q86V59	PNMA8A PNMAL1
Q8NA72	POC5 C5orf37
Q03052	POU3F1 OCT6 OTF6
Q86YR6	POTED A26B3 ANKRD21 POTE
Q13522	PPP1R1A IPP1
Q86SH4	PRNT
Q8N3Z0	PRSS35 C6orf158 UNQ522/PRO1057
Q7RTY9	PRSS41 TESSP1
Q7Z5A4	PRSS42 TESSP2
Q7RTY3	PRSS45 TESSP5
Q8IV56	PRR15
O43272	PRODH PIG6 POX2 PRODH2
Q92786	PROX1
Q8WUY3	PRUNE2 BMCC1 BNIPXL C9orf65 KIAA0367
P62191	PSMC1
Q96N64	PWWP2A KIAA1935 MST101
Q14863	POU6F1 BRN5 MPOU TCFB1
Q9H237	PORCN MG61 PORC PPN
Q15166	PON3
H3BUK9	POTEB2
A6NI47	POTEM
Q9UD71	PPP1R1B DARPP32
Q96S44	TP53RK C20orf64 PRPK
P60891	PRPS1
Q9NV39	PRR34 C22orf26
E7EML9	PRSS44 TESSP4
Q9UIG5	PSORS1C1 C6orf16 SEEK1
Q9UIG4	PSORS1C2 C6orf17 SPR1
Q8WU10	PYROXD1
P11216	PYGB
Q9BU68	PRR15L ATAD4
P86496	PRR20A PRR20
P86481	PRR20B
P86479	PRR20C
P86478	PRR20E
P0DPQ3	PRR20G
A6NEV1	PRR23A
Q6ZRT6	PRR23B
Q6ZRP0	PRR23C
Q9ULD0	OGDHL KIAA1290
Q8TAK6	OLIG1 BHLHB6 BHLHE21
Q6N063	OGFOD2
P08559	PDHA1 PHE1A
Q99983	OMD SLRR2C UNQ190/PRO216
O75915	ARL6IP5 DERP11 JWA PRA2 PRAF3 HSPC127
O60810	PRAMEF4
Q5VWM4	PRAMEF8 PRAMEF24
Q04118	PRB3
P0CE72	OCM OCM1 OCMN
O60313	OPA1 KIAA0567
O43749	OR1F1 OLFMF OR1F10 OR1F4 OR1F5 OR1F6 OR1F7 OR1F8 OR1F9
Q8NGR2	OR1L6 OR1L7
P41146	OPRL1 OOR ORL1
Q9P1Q5	OR1A1
Q9Y585	OR1A2
O95047	OR2A4 OR2A10
Q86XR5	PRIMA1
Q8NGB2	OR4C5
O76000	OR2B3 OR2B3P
P17568	NDUFB7
Q99574	SERPINI1 PI12
Q8NG66	NEK11
Q9Y4A8	NFE2L3 NRF3
Q5M9Q1	NKAPL C6orf194
P22307	SCP2
Q969F2	NKD2
P55058	PLTP
P29474	NOS3
P55209	NAP1L1 NRP
O75051	PLXNA2 KIAA0463 OCT PLXN2 UNQ209/PRO235
Q99733	NAP1L4 NAP2
P48745	NOV CCN3 IGFBP9 NOVH
Q96NT1	NAP1L5 DRLM
Q14207	NPAT CAND3 E14
Q96L73	NSD1 ARA267 KMT3B
O96028	NSD2 KIAA1090 MMSET TRX5 WHSC1
P46459	NSF
Q86YG4	NT5DC4
Q08J23	NSUN2 SAKI TRM4
O95665	NTSR2
Q8TCD5	NT5C DNT1 UMPH2
O76050	NEURL1 NEURL NEURL1A RNF67
Q5T2W1	PDZK1 CAP70 NHERF3 PDZD1
Q9NX24	NHP2 NOLA2 HSPC286
Q6T4R5	NHS
Q76FK4	NOL8 C9orf34 NOP132
Q9UK39	NOCT CCR4 CCRN4L NOC
Q9BZQ4	NMNAT2 C1orf15 KIAA0479
Q99742	NPAS1 BHLHE11 MOP5 PASD5
Q86UR1	NOXA1 P51NOX
Q8NFA2	NOXO1 P41NOX SH3PXD5
Q9NY59	SMPD3
Q96MG7	NSMCE3 HCA4 MAGEG1 NDNL2
O60906	SMPD2
Q9BZ95	NSD3 WHSC1L1 DC28
P30989	NTSR1 NTRR
Q5TYX0	PRAMEF5 PRAMEF23 PRAMEF5L
P13725	OSM
O43663	PRC1
Q6U736	OPN5 GPR136 PGR12 TMEM13
Q9Y520	PRRC2C BAT2D1 BAT2L2 KIAA1096 XTP2
Q8NGR3	OR1K1
Q7Z3G6	PRICKLE2
Q15612	OR1Q1 OR1Q2 OR1Q3
P0DN78	OPN1MW3
P30953	OR1E1 OR1E5 OR1E6 OR1E9P
Q8NH72	OR4C6
Q96R27	OR2M4
Q8NGM1	OR4C15
Q8NG81	OR2M7
P0C626	OR5G3 OR5G3P OR5G6P
P58180	OR4D2
Q8NGE8	OR4D9
Q8NHB8	OR5K2
P0C645	OR4E1 OR4E1P
Q8NGC2	OR4E2
P0C7T2	OR2T7 OR2T7P
A6NH00	OR2T8 OR2T8P
Q8NGP8	OR5M1
Q96R30	OR2V2 OR2V3
Q8NGP3	OR5M9
Q6IEU7	OR5M10
Q96RB7	OR5M11
Q8NG97	OR2Z1 OR2Z2
Q8NH85	OR5R1 OR5R1P
O76099	OR7C1 OR7C4
Q8NGD1	OR4N2
Q8NH69	OR5W2 OR5W2P OR5W3P
Q8NGL7	OR4P4 OR4P3P
P59922	OR2B8P OR2B8
Q8NG95	OR7G3
P47893	OR3A2 OLFRA04
P47888	OR3A3 OR3A6 OR3A7 OR3A8P
P0C7N8	OR9G9
Q8NGI9	OR5A2
Q96R08	OR5B12 OR5B12P OR5B16
Q8NGG7	OR8A1
Q8NGR4	OR5C1 OR5C2P
Q8NGU4	OR2I1P OR2I2 OR2I3P OR2I4P
Q9GZK6	OR2J1 OR2J1P
A6NF89	OR6C6
Q8NGC5	OR6J1 OR6J2
Q8WZ84	OR8D1 OR8D3
Q8NGN8	OR4A4P
Q8NGM9	OR8D4
Q8NGW6	OR6K6
Q8NGF8	OR4B1
Q8NGY6	OR6N2
Q8N0Y5	OR8I2
P04156	PRNP ALTPRP PRIP PRP
P0C7N1	OR8U8
P0C7N5	OR8U9
Q9Y619	SLC25A15 ORC1 ORNT1 SP1855
P0C024	NUDT7
Q9UHM6	OPN4 MOP
O14841	OPLAH
Q9NQV6	PRDM10 KIAA1231 PFM7 TRIS
P03999	OPN1SW BCP
Q8NGS2	OR1J2 OR1J3 OR1J5
Q8NH93	OR1L3
O14718	RRH
Q8NH92	OR1S1
P0DN77	OPN1MW2
Q8NGT9	OR2A1; OR2A42
Q6IF42	OR2A2 OR2A17P OR2A2P
Q96R45	OR2A7
Q8NH37	OR4C3
Q96R28	OR2M2
Q6IEV9	OR4C11 OR4C11P
Q96R67	OR4C12
Q8NGL9	OR4C16
Q9NQN1	OR2S2
Q8NGV6	OR5H6
Q8NGJ1	OR4D6
Q8NH03	OR2T3
Q8NGI6	OR4D10 OR4D10P
Q6IEZ7	OR2T5
Q8NHC8	OR2T6 OR2T6P OR2T9
Q8NGL2	OR5L1
Q8NH79	OR6X1
Q8NGP6	OR5M8
A6NFC9	OR2W5 OR2W5P
Q8NGD3	OR4K5
Q15622	OR7A5
Q8NH41	OR4K15
Q8NG75	OR5T1 OR5T1P
Q8IXE1	OR4N5
P58173	OR2B6 OR2B1 OR2B1P OR2B5 OR2B6P
Q5JQS5	OR2B11
O95371	OR2C1 OR2C2P
Q13607	OR2F1 OLF3 OR2F3 OR2F3P OR2F4 OR2F5
Q8NGE7	OR9K2
O95007	OR6B1
Q6IFH4	OR6B2 OR6B2P
Q8NGW1	OR6B3 OR6B3P
Q9GZK4	OR2H1 OR2H6 OR2H8
O95918	OR2H2 FAT11 OLFR2 OR2H3
Q96RC9	OR8B4 OR8B4P
O76001	OR2J3
Q8NH83	OR4A5
Q15617	OR8G1 OR8G1P
Q8NG78	OR8G5 OR8G5P OR8G6
Q8NGY5	OR6N1
Q9UBD5	ORC3 LATHEO ORC3L
O43612	HCRT OX PPORX PPOX
Q13416	ORC2 ORC2L
O43913	ORC5 ORC5L
Q96LW4	PRIMPOL CCDC111
Q9GZK7	OR11A1 OR11A2
Q8NGE0	OR10AD1 OR10AD1P
Q8NGK1	OR51G1 OR51G3P
Q8NGY7	OR10J6P OR10J6
O15504	NUPL2 CG1
A6NM76	OR6C76
Q9H4D5	NXF3 TAPL3
Q9H2C5	OR52A5
Q96CM4	NXNL1 TXNL6
Q9H346	OR52D1
Q8NGJ3	OR52E1 OR52E1P
Q8NH53	OR52N1
Q8NH57	OR52P1P OR52P1
P29728	OAS2
Q8NAV1	PRPF38A
Q15743	GPR68 OGR1
Q96E52	OMA1 MPRP1
Q5VT98	PRAMEF20 PRAMEF21
Q9UI14	RABAC1 PRA1 PRAF1
Q9NTK5	OLA1 GTPBP9 PRO2455 PTD004
Q96PE5	OPALIN HTMP10 TMEM10
Q96QH2	PRAM1
Q9UKK9	NUDT5 NUDIX5 HSPC115
Q96RD3	OR52E6
Q8IWE2	FAM114A1 NOXP20
P04181	OAT
P0C7T3	OR56A5 OR56A5P
O95190	OAZ2
Q8N2U9	PQLC1
Q8WWZ8	OIT3 LZP UNQ826/PRO1753
Q5SWX8	ODR4 C1orf27 TTG1 TTG1A
Q5VWM3	PRAMEF18
A3QJZ7	PRAMEF27
A0A0G2JMD5	PRAMEF33
P78395	PRAME MAPE OIP4
Q9BXM0	PRX KIAA1620
Q5JSZ5	PRRC2B BAT2L BAT2L1 KIAA0515
Q9NQV5	PRDM11 PFM8
P41145	OPRK1 OPRK
Q8TEA1	NSUN6 NOPD1
Q9Y2I2	NTNG1 KIAA0976 LMNT1 UNQ571/PRO1133
Q9UKG9	CROT COT
Q9ULJ1	ODF2L BCAP KIAA1229
Q5BJF6	ODF2
Q5SWA1	PPP1R15B
P86480	PRR20D
Q5VTL8	PRPF38B
O75400	PRPF40A FBP11 FLAF1 FNBP3 HIP10 HYPA HSPC225
A3QJZ6	PRAMEF22
Q96KF2	PRAC1 C17orf92 PRAC
P78380	OLR1 CLEC8A LOX1
Q9H6K4	OPA3
O60422	ONECUT3
A6NGQ2	OOEP C6orf156 KHDC2 OEP19
A8MZH6	OOSP1
Q96NZ9	PRAP1 UPA UNQ608/PRO1195
A6NF83	NUPR2 NUPR1L
Q6UX06	OLFM4 GW112 UNQ362/PRO698
Q5SWL7	PRAMEF14
Q68BL7	OLFML2A UNQ9394/PRO34319
Q68BL8	OLFML2B
A6NGN4	PRAMEF25
H0Y7S4	PRAMEF26
D3DTV9	PRAC2 C17orf93 HOXB-AS5 HOXB13-AS1 NCRNA00253
Q6UWY5	OLFML1 UNQ564/PRO1126
P23515	OMG OMGP
O95948	ONECUT2 HNF6B
P47874	OMP
Q5VXH5	PRAMEF7
A0A2R8YFM6	OOSP3
Q9H1Y3	OPN3 ECPN
P35372	OPRM1 MOR1
Q96MT3	PRICKLE1 RILP
Q8NH06	OR1P1 OR1P1P
Q2TBC4	PRICKLE4 C6orf49 OEBT
P34982	OR1D2 OLFR1
P04001	OPN1MW GCP
Q8NGY9	OR2L8
Q8NGB4	OR4S1
Q8NGU1	OR9A1P OR9A1
Q8NGT5	OR9A2
P47883	OR3A4P OR3A4 OR3A5P
Q8NGJ0	OR5A1 OR5A1P
Q8NGZ4	OR2G3
Q9NZP2	OR6C2
Q9NZP0	OR6C3
Q8NGL4	OR5D13
Q15620	OR8B8
Q8NGT1	OR2K2 OR2AR1P
P0C6T2	OST4
A0A2R8YFL7	OOSP4A
P53370	NUDT6 FGF2AS
Q8NGI1	OR56B2P
Q8NGF3	OR51D1
Q8NH04	OR2T27
Q8NGP9	OR5AR1
Q9UBU9	NXF1 TAP
Q8NGZ3	OR13G1
Q6IF99	OR10K2
Q8NGX6	OR10R2
A6NMU1	OR52A4P OR52A4
Q8NGF6	OR10W1 OR10W1P UNQ6469/PRO34070
Q8NGY0	OR10X1 OR10X1P
Q8NH55	OR52E5
Q8NGK4	OR52K1
Q8NGK3	OR52K2
Q86UD1	OAF NS5ATP13TP2
Q15646	OASL TRIP14
Q16633	POU2AF1 OBF1
P36957	DLST DLTS
Q9Y2G5	POFUT2 C21orf80 FUT13 KIAA0958
P29803	PDHA2 PDHAL
O60813	PRAMEF11
Q13516	OLIG2 BHLHB1 BHLHE19 PRKCBP2 RACK17
P11177	PDHB PHE1B
O60831	PRAF2 JM4
Q86YV5	PRAG1 SGK223
O95521	PRAMEF1
O95803	NDST3 HSST3 UNQ2544/PRO4998
Q969S2	NEIL2
Q96E22	NUS1 C6orf68 NGBR
Q92832	NELL1 NRP1
Q9HB89	NMUR1 GPR66
Q9Y2X3	NOP58 NOL5 NOP5 HSPC120
Q8NA29	MFSD2A MFSD2 NLS1 HMFN0656 PP9177 UNQ300/PRO341
O00567	NOP56 NOL5A
P35228	NOS2 NOS2A
Q6P499	NIPAL3 NPAL3
Q9NZP6	NPAP1 C15orf2
Q99743	NPAS2 BHLHE9 MOP4 PASD4
Q9Y5S8	NOX1 MOX1 NOH1
P61583	ERVK-5 ERVK5
P61582	ERVK-7
Q9HBY0	NOX3 MOX2
P48145	NPBWR1 GPR7
Q8IVI9	NOSTRIN
Q9NQX5	NPDC1
O15118	NPC1
Q9GZQ6	NPFFR1 GPR147 NPFF1
Q96MF7	NSMCE2 C8orf36 MMS21
Q9NXE4	SMPD4 KIAA1418 SKNY
Q3KNT7	NSUN5P1 NSUN5B WBSCR20B
Q96EP9	SLC10A4
Q0GE19	SLC10A7 C4orf13 P7 PSEC0051
P78549	NTHL1 NTH1 OCTS3
O00634	NTN3 NTN2L
Q8N5F7	NKAP
Q9BSH3	NICN1
Q9H2Z4	NKX2-4 NKX2D
Q8NFZ4	NLGN2 KIAA1366
Q9BVI4	NOC4L
Q99801	NKX3-1 NKX3.1 NKX3A
Q05586	GRIN1 NMDAR1
O95478	NSA2 TINP1 HUSSY-29
P42857	NSG1 D4S234 NEEP21
Q5PT55	SLC10A5
Q5VT03	NUTM2D FAM22D
Q9H3P2	NELFA WHSC2 P/OKcl.15
Q13469	NFATC2 NFAT1 NFATP
O95096	NKX2-2 NKX2.2 NKX2B
Q9NZ94	NLGN3 KIAA1480 NL3
O95897	OLFM2 NOE2
Q9ULX3	NOB1 ART4 NOB1P PSMD8BP1 MSTP158
Q9BSC4	NOL10
Q9NRX3	NDUFA4L2
Q9NPH0	ACP6 ACPL1 LPAP UNQ205/PRO231
Q9H093	NUAK2 OMPHK2 SNARK
Q9BQG2	NUDT12
Q86X67	NUDT13
Q9NV35	NUDT15 MTH2
P15309	ACPP
P55160	NCKAP1L HEM1
Q9HB63	NTN4
Q96TA1	FAM129B C9orf88
Q12879	GRIN2A NMDAR2A
P48645	NMU
Q8TCU5	GRIN3A KIAA1973
Q6XQN6	NAPRT FHIP NAPRT1
O75694	NUP155 KIAA0791
Q96CB9	NSUN4
Q12908	SLC10A2 ASBT ISBT NTCP2
Q5VZR2	NUTM2G FAM22G
Q9H857	NT5DC2
Q8WUM0	NUP133
Q9HC98	NEK6
Q96JN8	NEURL4 KIAA1787
Q14112	NID2
Q9GZT8	NIF3L1 ALS2CR1 MDS015 My018
Q16649	NFIL3 E4BP4 IL3BP1
Q13224	GRIN2B NMDAR2B
Q9Y3T9	NOC2L NIR
